item,geo,inception
http://www.wikidata.org/entity/Q17405906,Point(5.092 52.66193),
http://www.wikidata.org/entity/Q17405907,Point(5.04765 52.66044),
http://www.wikidata.org/entity/Q17592254,Point(5.43683 51.80379),
http://www.wikidata.org/entity/Q17592436,Point(5.5471 51.80393),
http://www.wikidata.org/entity/Q17592551,Point(5.29475 51.60088),
http://www.wikidata.org/entity/Q17592613,Point(4.62997 51.59205),
http://www.wikidata.org/entity/Q17592628,Point(4.60289 51.56009),
http://www.wikidata.org/entity/Q17592676,Point(4.37482 51.43615),
http://www.wikidata.org/entity/Q17592697,Point(4.39121 51.43145),
http://www.wikidata.org/entity/Q17592700,Point(4.39121 51.43145),
http://www.wikidata.org/entity/Q17592715,Point(4.39081 51.44145),
http://www.wikidata.org/entity/Q17592729,Point(4.32456 51.4254),
http://www.wikidata.org/entity/Q17592951,Point(5.85297 52.02196),
http://www.wikidata.org/entity/Q17593276,Point(4.92289 51.55059),
http://www.wikidata.org/entity/Q17593358,Point(5.00456 51.4846),
http://www.wikidata.org/entity/Q17593454,Point(4.50009 51.48516),
http://www.wikidata.org/entity/Q17593467,Point(4.52434 51.49556),
http://www.wikidata.org/entity/Q17593468,Point(4.52434 51.49556),
